organizationid,GradeLevel,Test,Orglevel,organizationname,SchoolYear,ProficientDATNotes,ProficientDenominatorDAT,ProficientDAT,ProficientLabel,ProgressingDATNotes,ProgressingDenominatorDAT,ProgressingDAT,ProgressingLabel,DataAsOf
100022,2nd Grade,WIDAACC,District,Bethel School District,2024-25,<1.81%,,,<1.81%,None,134,63,46.43%,2025-09-02T21:02:56.360Z
100022,2nd Grade,WIDAALT,District,Bethel School District,2024-25,N<10,,,N<10 (Count Protected),N<10,,,N<10 (Count Protected),2025-09-02T21:02:56.360Z
100022,3rd Grade,WIDAACC,District,Bethel School District,2024-25,None,163,13,8.19%,None,142,37,25.50%,2025-09-02T21:02:56.360Z
100022,3rd Grade,WIDAALT,District,Bethel School District,2024-25,N<10,,,N<10 (Count Protected),N<10,,,N<10 (Count Protected),2025-09-02T21:02:56.360Z
100022,4th Grade,WIDAACC,District,Bethel School District,2024-25,None,178,49,26.92%,None,162,118,71.52%,2025-09-02T21:02:56.360Z
100022,4th Grade,WIDAALT,District,Bethel School District,2024-25,N<10,,,N<10 (Count Protected),N<10,,,N<10 (Count Protected),2025-09-02T21:02:56.360Z
100022,5th Grade,WIDAACC,District,Bethel School District,2024-25,None,157,44,27.95%,None,145,74,50.68%,2025-09-02T21:02:56.360Z
100022,5th Grade,WIDAALT,District,Bethel School District,2024-25,N<10,,,N<10 (Count Protected),N<10,,,N<10 (Count Protected),2025-09-02T21:02:56.360Z
100022,6th Grade,WIDAACC,District,Bethel School District,2024-25,None,135,3,2.90%,None,116,4,4.20%,2025-09-02T21:02:56.360Z
100022,6th Grade,WIDAALT,District,Bethel School District,2024-25,N<10,,,N<10 (Count Protected),N<10,,,N<10 (Count Protected),2025-09-02T21:02:56.360Z
100022,7th Grade,WIDAACC,District,Bethel School District,2024-25,None,121,5,5.60%,None,102,25,25.71%,2025-09-02T21:02:56.360Z
100022,7th Grade,WIDAALT,District,Bethel School District,2024-25,N<10,,,N<10 (Count Protected),N<10,,,N<10 (Count Protected),2025-09-02T21:02:56.360Z
100022,8th Grade,WIDAACC,District,Bethel School District,2024-25,None,145,8,5.41%,None,123,36,29.03%,2025-09-02T21:02:56.360Z
100022,8th Grade,WIDAALT,District,Bethel School District,2024-25,N<10,,,N<10 (Count Protected),N<10,,,N<10 (Count Protected),2025-09-02T21:02:56.360Z
100022,9th Grade,WIDAACC,District,Bethel School District,2024-25,<2.68%,,,<2.68%,None,96,24,25.00%,2025-09-02T21:02:56.360Z
100022,All Grades,WIDAACC,District,Bethel School District,2024-25,None,1745,150,8.94%,None,1389,478,34.24%,2025-09-02T21:02:56.360Z
100022,All Grades,WIDAALT,District,Bethel School District,2024-25,None,56,11,8.94%,None,42,12,34.24%,2025-09-02T21:02:56.360Z
100022,Kindergarten,WIDAACC,District,Bethel School District,2024-25,None,126,9,6.92%,N<10,,,N<10 (Count Protected),2025-09-02T21:02:56.360Z
100022,Kindergarten,WIDAALT,District,Bethel School District,2024-25,N<10,,,N<10 (Count Protected),,,,,2025-09-02T21:02:56.360Z
100024,10th Grade,WIDAACC,District,Blaine School District,2024-25,N<10,,,N<10 (Count Protected),N<10,,,N<10 (Count Protected),2025-09-02T21:02:56.360Z
100024,11th Grade,WIDAACC,District,Blaine School District,2024-25,N<10,,,N<10 (Count Protected),N<10,,,N<10 (Count Protected),2025-09-02T21:02:56.360Z
100024,12th Grade,WIDAACC,District,Blaine School District,2024-25,N<10,,,N<10 (Count Protected),N<10,,,N<10 (Count Protected),2025-09-02T21:02:56.360Z
100024,1st Grade,WIDAACC,District,Blaine School District,2024-25,<27.3%,,,<27.3%,>70.0%,,,>70.0%,2025-09-02T21:02:56.360Z
100024,2nd Grade,WIDAACC,District,Blaine School District,2024-25,N<10,,,N<10 (Count Protected),N<10,,,N<10 (Count Protected),2025-09-02T21:02:56.360Z
100024,3rd Grade,WIDAACC,District,Blaine School District,2024-25,<23.1%,,,<23.1%,None,11,6,54.55%,2025-09-02T21:02:56.360Z
100024,4th Grade,WIDAACC,District,Blaine School District,2024-25,None,18,3,19.05%,None,16,6,36.84%,2025-09-02T21:02:56.360Z
100024,4th Grade,WIDAALT,District,Blaine School District,2024-25,N<10,,,N<10 (Count Protected),N<10,,,N<10 (Count Protected),2025-09-02T21:02:56.360Z
100024,5th Grade,WIDAACC,District,Blaine School District,2024-25,N<10,,,N<10 (Count Protected),N<10,,,N<10 (Count Protected),2025-09-02T21:02:56.360Z
100024,6th Grade,WIDAACC,District,Blaine School District,2024-25,N<10,,,N<10 (Count Protected),N<10,,,N<10 (Count Protected),2025-09-02T21:02:56.360Z
100024,7th Grade,WIDAACC,District,Blaine School District,2024-25,<27.3%,,,<27.3%,None,10,4,40.00%,2025-09-02T21:02:56.360Z
100024,8th Grade,WIDAACC,District,Blaine School District,2024-25,N<10,,,N<10 (Count Protected),N<10,,,N<10 (Count Protected),2025-09-02T21:02:56.360Z
100024,9th Grade,WIDAACC,District,Blaine School District,2024-25,N<10,,,N<10 (Count Protected),N<10,,,N<10 (Count Protected),2025-09-02T21:02:56.360Z
100024,All Grades,WIDAACC,District,Blaine School District,2024-25,None,108,12,11.71%,None,86,46,52.81%,2025-09-02T21:02:56.360Z
100024,All Grades,WIDAALT,District,Blaine School District,2024-25,N<10,,,N<10 (Count Protected),N<10,,,N<10 (Count Protected),2025-09-02T21:02:56.360Z
100024,Kindergarten,WIDAACC,District,Blaine School District,2024-25,<27.3%,,,<27.3%,,,,,2025-09-02T21:02:56.360Z
100025,3rd Grade,WIDAACC,District,Boistfort School District,2024-25,N<10,,,N<10 (Count Protected),N<10,,,N<10 (Count Protected),2025-09-02T21:02:56.360Z
100025,8th Grade,WIDAACC,District,Boistfort School District,2024-25,N<10,,,N<10 (Count Protected),N<10,,,N<10 (Count Protected),2025-09-02T21:02:56.360Z
100025,All Grades,WIDAACC,District,Boistfort School District,2024-25,N<10,,,N<10 (Count Protected),<30.0%,,,<30.0%,2025-09-02T21:02:56.360Z
100025,Kindergarten,WIDAACC,District,Boistfort School District,2024-25,N<10,,,N<10 (Count Protected),,,,,2025-09-02T21:02:56.360Z
100026,10th Grade,WIDAACC,District,Bremerton School District,2024-25,<7.1%,,,<7.1%,None,31,5,16.13%,2025-09-02T21:02:56.360Z
100026,11th Grade,WIDAACC,District,Bremerton School District,2024-25,<8.8%,,,<8.8%,None,28,5,17.86%,2025-09-02T21:02:56.360Z
100026,12th Grade,WIDAACC,District,Bremerton School District,2024-25,<11.5%,,,<11.5%,None,20,5,25.00%,2025-09-02T21:02:56.360Z
100026,1st Grade,WIDAACC,District,Bremerton School District,2024-25,<5.0%,,,<5.0%,None,50,17,33.33%,2025-09-02T21:02:56.360Z
100026,1st Grade,WIDAALT,District,Bremerton School District,2024-25,N<10,,,N<10 (Count Protected),N<10,,,N<10 (Count Protected),2025-09-02T21:02:56.360Z
100026,2nd Grade,WIDAACC,District,Bremerton School District,2024-25,<4.1%,,,<4.1%,None,60,12,19.67%,2025-09-02T21:02:56.360Z
100026,2nd Grade,WIDAALT,District,Bremerton School District,2024-25,N<10,,,N<10 (Count Protected),N<10,,,N<10 (Count Protected),2025-09-02T21:02:56.360Z
100026,3rd Grade,WIDAACC,District,Bremerton School District,2024-25,<4.3%,,,<4.3%,None,59,15,25.42%,2025-09-02T21:02:56.360Z
100026,3rd Grade,WIDAALT,District,Bremerton School District,2024-25,N<10,,,N<10 (Count Protected),,,,,2025-09-02T21:02:56.360Z
100026,4th Grade,WIDAACC,District,Bremerton School District,2024-25,None,78,11,13.92%,None,71,54,75.00%,2025-09-02T21:02:56.360Z
100026,4th Grade,WIDAALT,District,Bremerton School District,2024-25,N<10,,,N<10 (Count Protected),N<10,,,N<10 (Count Protected),2025-09-02T21:02:56.360Z
100026,5th Grade,WIDAACC,District,Bremerton School District,2024-25,None,61,16,26.23%,None,54,34,62.96%,2025-09-02T21:02:56.360Z
100026,6th Grade,WIDAACC,District,Bremerton School District,2024-25,<7.5%,,,<7.5%,None,32,5,14.71%,2025-09-02T21:02:56.360Z
100026,6th Grade,WIDAALT,District,Bremerton School District,2024-25,N<10,,,N<10 (Count Protected),N<10,,,N<10 (Count Protected),2025-09-02T21:02:56.360Z
100026,7th Grade,WIDAACC,District,Bremerton School District,2024-25,None,49,5,10.20%,None,45,15,33.33%,2025-09-02T21:02:56.360Z
100026,8th Grade,WIDAACC,District,Bremerton School District,2024-25,<10.7%,,,<10.7%,None,23,6,25.00%,2025-09-02T21:02:56.360Z
100026,8th Grade,WIDAALT,District,Bremerton School District,2024-25,N<10,,,N<10 (Count Protected),N<10,,,N<10 (Count Protected),2025-09-02T21:02:56.360Z
100026,9th Grade,WIDAACC,District,Bremerton School District,2024-25,<7.1%,,,<7.1%,Top/Bottom Range - Cross Grade,,,11.1%,2025-09-02T21:02:56.360Z
100026,9th Grade,WIDAALT,District,Bremerton School District,2024-25,N<10,,,N<10 (Count Protected),N<10,,,N<10 (Count Protected),2025-09-02T21:02:56.360Z
100026,All Grades,WIDAACC,District,Bremerton School District,2024-25,None,655,38,5.72%,None,501,178,35.04%,2025-09-02T21:02:56.360Z
100026,All Grades,WIDAALT,District,Bremerton School District,2024-25,N<10,,,N<10 (Count Protected),N<10,,,N<10 (Count Protected),2025-09-02T21:02:56.360Z
100026,Kindergarten,WIDAACC,District,Bremerton School District,2024-25,<5.3%,,,<5.3%,N<10,,,N<10 (Count Protected),2025-09-02T21:02:56.360Z
100026,Kindergarten,WIDAALT,District,Bremerton School District,2024-25,N<10,,,N<10 (Count Protected),,,,,2025-09-02T21:02:56.360Z
100027,10th Grade,WIDAACC,District,Brewster School District,2024-25,<16.7%,,,<16.7%,<17.6%,,,<17.6%,2025-09-02T21:02:56.360Z
100027,10th Grade,WIDAALT,District,Brewster School District,2024-25,N<10,,,N<10 (Count Protected),N<10,,,N<10 (Count Protected),2025-09-02T21:02:56.360Z
100027,11th Grade,WIDAACC,District,Brewster School District,2024-25,<21.4%,,,<21.4%,<23.1%,,,<23.1%,2025-09-02T21:02:56.360Z
100027,12th Grade,WIDAACC,District,Brewster School District,2024-25,<13.0%,,,<13.0%,<20.0%,,,<20.0%,2025-09-02T21:02:56.360Z
100027,1st Grade,WIDAACC,District,Brewster School District,2024-25,<7.7%,,,<7.7%,None,36,16,43.24%,2025-09-02T21:02:56.360Z
100027,1st Grade,WIDAALT,District,Brewster School District,2024-25,N<10,,,N<10 (Count Protected),N<10,,,N<10 (Count Protected),2025-09-02T21:02:56.360Z
100027,2nd Grade,WIDAACC,District,Brewster School District,2024-25,<7.9%,,,<7.9%,None,36,10,27.03%,2025-09-02T21:02:56.360Z
100027,2nd Grade,WIDAALT,District,Brewster School District,2024-25,N<10,,,N<10 (Count Protected),N<10,,,N<10 (Count Protected),2025-09-02T21:02:56.360Z
100027,3rd Grade,WIDAACC,District,Brewster School District,2024-25,<6.5%,,,<6.5%,None,43,15,34.09%,2025-09-02T21:02:56.360Z
100027,3rd Grade,WIDAALT,District,Brewster School District,2024-25,N<10,,,N<10 (Count Protected),N<10,,,N<10 (Count Protected),2025-09-02T21:02:56.360Z
100027,4th Grade,WIDAACC,District,Brewster School District,2024-25,None,31,5,16.13%,None,25,16,64.00%,2025-09-02T21:02:56.360Z
100027,5th Grade,WIDAACC,District,Brewster School District,2024-25,None,35,9,25.71%,None,35,14,40.00%,2025-09-02T21:02:56.360Z
100027,6th Grade,WIDAACC,District,Brewster School District,2024-25,<12.5%,,,<12.5%,None,21,4,24.00%,2025-09-02T21:02:56.360Z
100027,6th Grade,WIDAALT,District,Brewster School District,2024-25,N<10,,,N<10 (Count Protected),N<10,,,N<10 (Count Protected),2025-09-02T21:02:56.360Z
100027,7th Grade,WIDAACC,District,Brewster School District,2024-25,<10.7%,,,<10.7%,None,26,5,22.22%,2025-09-02T21:02:56.360Z
100027,7th Grade,WIDAALT,District,Brewster School District,2024-25,N<10,,,N<10 (Count Protected),N<10,,,N<10 (Count Protected),2025-09-02T21:02:56.360Z
100027,8th Grade,WIDAACC,District,Brewster School District,2024-25,<12.0%,,,<12.0%,None,23,4,20.00%,2025-09-02T21:02:56.360Z
100027,8th Grade,WIDAALT,District,Brewster School District,2024-25,N<10,,,N<10 (Count Protected),N<10,,,N<10 (Count Protected),2025-09-02T21:02:56.360Z
100027,9th Grade,WIDAACC,District,Brewster School District,2024-25,<11.5%,,,<11.5%,<13.0%,,,<13.0%,2025-09-02T21:02:56.360Z
100027,All Grades,WIDAACC,District,Brewster School District,2024-25,None,385,25,7.05%,None,319,93,29.39%,2025-09-02T21:02:56.360Z
100027,All Grades,WIDAALT,District,Brewster School District,2024-25,None,12,3,7.05%,None,11,4,29.39%,2025-09-02T21:02:56.360Z
100027,Kindergarten,WIDAACC,District,Brewster School District,2024-25,None,44,6,13.64%,N<10,,,N<10 (Count Protected),2025-09-02T21:02:56.360Z
100028,10th Grade,WIDAACC,District,Bridgeport School District,2024-25,None,28,5,17.86%,None,27,11,40.74%,2025-09-02T21:02:56.360Z
100028,11th Grade,WIDAACC,District,Bridgeport School District,2024-25,None,24,3,12.50%,None,23,6,26.09%,2025-09-02T21:02:56.360Z
100028,12th Grade,WIDAACC,District,Bridgeport School District,2024-25,<16.7%,,,<16.7%,<18.8%,,,<18.8%,2025-09-02T21:02:56.360Z
100028,12th Grade,WIDAALT,District,Bridgeport School District,2024-25,N<10,,,N<10 (Count Protected),N<10,,,N<10 (Count Protected),2025-09-02T21:02:56.360Z
100028,1st Grade,WIDAACC,District,Bridgeport School District,2024-25,<8.3%,,,<8.3%,None,27,13,50.00%,2025-09-02T21:02:56.360Z
100028,1st Grade,WIDAALT,District,Bridgeport School District,2024-25,N<10,,,N<10 (Count Protected),N<10,,,N<10 (Count Protected),2025-09-02T21:02:56.360Z
100028,2nd Grade,WIDAACC,District,Bridgeport School District,2024-25,<9.7%,,,<9.7%,None,26,13,51.85%,2025-09-02T21:02:56.360Z
100028,2nd Grade,WIDAALT,District,Bridgeport School District,2024-25,N<10,,,N<10 (Count Protected),N<10,,,N<10 (Count Protected),2025-09-02T21:02:56.360Z
100028,3rd Grade,WIDAACC,District,Bridgeport School District,2024-25,<6.4%,,,<6.4%,None,41,15,34.88%,2025-09-02T21:02:56.360Z
100028,3rd Grade,WIDAALT,District,Bridgeport School District,2024-25,N<10,,,N<10 (Count Protected),N<10,,,N<10 (Count Protected),2025-09-02T21:02:56.360Z
100028,4th Grade,WIDAACC,District,Bridgeport School District,2024-25,None,40,3,7.32%,None,32,15,45.45%,2025-09-02T21:02:56.360Z
100028,4th Grade,WIDAALT,District,Bridgeport School District,2024-25,N<10,,,N<10 (Count Protected),N<10,,,N<10 (Count Protected),2025-09-02T21:02:56.360Z
100028,5th Grade,WIDAACC,District,Bridgeport School District,2024-25,None,38,8,21.05%,None,36,19,52.78%,2025-09-02T21:02:56.360Z
100028,6th Grade,WIDAACC,District,Bridgeport School District,2024-25,<11.5%,,,<11.5%,None,20,3,15.00%,2025-09-02T21:02:56.360Z
100028,7th Grade,WIDAACC,District,Bridgeport School District,2024-25,<13.0%,,,<13.0%,None,20,4,19.05%,2025-09-02T21:02:56.360Z
100028,7th Grade,WIDAALT,District,Bridgeport School District,2024-25,N<10,,,N<10 (Count Protected),N<10,,,N<10 (Count Protected),2025-09-02T21:02:56.360Z
100028,8th Grade,WIDAACC,District,Bridgeport School District,2024-25,None,32,3,9.38%,None,28,16,57.14%,2025-09-02T21:02:56.360Z
100028,9th Grade,WIDAACC,District,Bridgeport School District,2024-25,<9.4%,,,<9.4%,None,19,7,36.84%,2025-09-02T21:02:56.360Z
100028,All Grades,WIDAACC,District,Bridgeport School District,2024-25,None,407,26,6.51%,None,315,124,39.13%,2025-09-02T21:02:56.360Z
100028,All Grades,WIDAALT,District,Bridgeport School District,2024-25,N<10,,,N<10 (Count Protected),N<10,,,N<10 (Count Protected),2025-09-02T21:02:56.360Z
100028,Kindergarten,WIDAACC,District,Bridgeport School District,2024-25,<8.3%,,,<8.3%,N<10,,,N<10 (Count Protected),2025-09-02T21:02:56.360Z
100029,4th Grade,WIDAACC,District,Brinnon School District,2024-25,N<10,,,N<10 (Count Protected),,,,,2025-09-02T21:02:56.360Z
100029,All Grades,WIDAACC,District,Brinnon School District,2024-25,N<10,,,N<10 (Count Protected),,,,,2025-09-02T21:02:56.360Z
100030,10th Grade,WIDAACC,District,Burlington-Edison School District,2024-25,Top/Bottom Range - Cross Grade,,,5.6%,None,45,9,20.00%,2025-09-02T21:02:56.360Z
100030,11th Grade,WIDAACC,District,Burlington-Edison School District,2024-25,None,55,5,9.09%,None,46,15,32.61%,2025-09-02T21:02:56.360Z
100030,12th Grade,WIDAACC,District,Burlington-Edison School District,2024-25,<7.1%,,,<7.1%,None,28,6,21.43%,2025-09-02T21:02:56.360Z
100030,1st Grade,WIDAACC,District,Burlington-Edison School District,2024-25,<6.0%,,,<6.0%,None,44,11,25.00%,2025-09-02T21:02:56.360Z
100030,2nd Grade,WIDAACC,District,Burlington-Edison School District,2024-25,<4.6%,,,<4.6%,None,59,26,43.33%,2025-09-02T21:02:56.360Z
100030,2nd Grade,WIDAALT,District,Burlington-Edison School District,2024-25,N<10,,,N<10 (Count Protected),N<10,,,N<10 (Count Protected),2025-09-02T21:02:56.360Z
100030,3rd Grade,WIDAACC,District,Burlington-Edison School District,2024-25,None,60,5,8.20%,None,56,18,31.58%,2025-09-02T21:02:56.360Z
100030,3rd Grade,WIDAALT,District,Burlington-Edison School District,2024-25,N<10,,,N<10 (Count Protected),N<10,,,N<10 (Count Protected),2025-09-02T21:02:56.360Z
100030,4th Grade,WIDAACC,District,Burlington-Edison School District,2024-25,None,75,8,10.53%,None,70,40,56.34%,2025-09-02T21:02:56.360Z
100030,4th Grade,WIDAALT,District,Burlington-Edison School District,2024-25,N<10,,,N<10 (Count Protected),N<10,,,N<10 (Count Protected),2025-09-02T21:02:56.360Z
100030,5th Grade,WIDAACC,District,Burlington-Edison School District,2024-25,None,60,12,20.00%,None,58,32,55.17%,2025-09-02T21:02:56.360Z
100030,6th Grade,WIDAACC,District,Burlington-Edison School District,2024-25,None,61,3,4.92%,Top/Bottom Range - Cross Grade,,,7.4%,2025-09-02T21:02:56.360Z
100030,7th Grade,WIDAACC,District,Burlington-Edison School District,2024-25,None,61,3,4.76%,None,56,15,25.86%,2025-09-02T21:02:56.360Z
100030,7th Grade,WIDAALT,District,Burlington-Edison School District,2024-25,N<10,,,N<10 (Count Protected),N<10,,,N<10 (Count Protected),2025-09-02T21:02:56.360Z
100030,8th Grade,WIDAACC,District,Burlington-Edison School District,2024-25,None,67,4,5.80%,None,61,21,33.33%,2025-09-02T21:02:56.360Z
100030,8th Grade,WIDAALT,District,Burlington-Edison School District,2024-25,N<10,,,N<10 (Count Protected),N<10,,,N<10 (Count Protected),2025-09-02T21:02:56.360Z
100030,9th Grade,WIDAACC,District,Burlington-Edison School District,2024-25,<5.4%,,,<5.4%,None,47,14,29.17%,2025-09-02T21:02:56.360Z
100030,9th Grade,WIDAALT,District,Burlington-Edison School District,2024-25,N<10,,,N<10 (Count Protected),N<10,,,N<10 (Count Protected),2025-09-02T21:02:56.360Z
100030,All Grades,WIDAACC,District,Burlington-Edison School District,2024-25,None,752,45,5.91%,None,625,212,33.49%,2025-09-02T21:02:56.360Z
100030,All Grades,WIDAALT,District,Burlington-Edison School District,2024-25,N<10,,,N<10 (Count Protected),N<10,,,N<10 (Count Protected),2025-09-02T21:02:56.360Z
100030,Kindergarten,WIDAACC,District,Burlington-Edison School District,2024-25,<5.9%,,,<5.9%,N<10,,,N<10 (Count Protected),2025-09-02T21:02:56.360Z
100030,Kindergarten,WIDAALT,District,Burlington-Edison School District,2024-25,N<10,,,N<10 (Count Protected),,,,,2025-09-02T21:02:56.360Z
100031,10th Grade,WIDAACC,District,Camas School District,2024-25,<15.8%,,,<15.8%,None,15,5,31.25%,2025-09-02T21:02:56.360Z
100031,10th Grade,WIDAALT,District,Camas School District,2024-25,N<10,,,N<10 (Count Protected),N<10,,,N<10 (Count Protected),2025-09-02T21:02:56.360Z
100031,11th Grade,WIDAACC,District,Camas School District,2024-25,<15.8%,,,<15.8%,None,13,4,30.77%,2025-09-02T21:02:56.360Z
100031,12th Grade,WIDAACC,District,Camas School District,2024-25,<21.4%,,,<21.4%,None,11,5,38.46%,2025-09-02T21:02:56.360Z
100031,12th Grade,WIDAALT,District,Camas School District,2024-25,N<10,,,N<10 (Count Protected),N<10,,,N<10 (Count Protected),2025-09-02T21:02:56.360Z
100031,1st Grade,WIDAACC,District,Camas School District,2024-25,None,36,10,28.95%,None,29,19,64.52%,2025-09-02T21:02:56.360Z
100031,1st Grade,WIDAALT,District,Camas School District,2024-25,N<10,,,N<10 (Count Protected),N<10,,,N<10 (Count Protected),2025-09-02T21:02:56.360Z
100031,2nd Grade,WIDAACC,District,Camas School District,2024-25,None,30,6,20.00%,None,27,17,62.96%,2025-09-02T21:02:56.360Z
100031,3rd Grade,WIDAACC,District,Camas School District,2024-25,None,39,12,30.77%,None,33,21,63.64%,2025-09-02T21:02:56.360Z
100031,4th Grade,WIDAACC,District,Camas School District,2024-25,None,31,15,48.48%,None,30,21,68.75%,2025-09-02T21:02:56.360Z
100031,4th Grade,WIDAALT,District,Camas School District,2024-25,N<10,,,N<10 (Count Protected),N<10,,,N<10 (Count Protected),2025-09-02T21:02:56.360Z
100031,5th Grade,WIDAACC,District,Camas School District,2024-25,None,16,3,17.65%,None,10,4,36.36%,2025-09-02T21:02:56.360Z
